client_id,client_type,age,acquisition_purpose,total_investment,num_properties,cluster,cluster_name
C1274,Individual,47,Investment,1038831.85,3,0,Individual Home Buyers
C1275,Individual,57,Investment,1737593,4,0,Individual Home Buyers
C1276,Individual,86,Home,1635917.97,3,1,Corporate Buyers
C1277,Individual,45,Investment,1270250.68,3,0,Individual Home Buyers
C1278,Individual,29,Home,685587.81,3,0,Individual Home Buyers
C1279,Individual,83,Home,1278123.59,3,0,Individual Home Buyers
C1280,Individual,73,Home,1295836.68,3,0,Individual Home Buyers
C1281,Individual,28,Investment,889312.14,3,1,Corporate Buyers
C1282,Individual,30,Investment,1302998.6,4,0,Individual Home Buyers
C1283,Individual,81,Home,1479050.94,4,0,Individual Home Buyers
C1284,Individual,71,Home,1443865.51,4,0,Individual Home Buyers
C1285,Individual,72,Home,1609592.58,3,0,Individual Home Buyers
C1286,Individual,63,Home,1203306.91,3,0,Individual Home Buyers
C1287,Individual,28,Investment,843581.37,3,0,Individual Home Buyers
C1288,Individual,85,Home,971136.69,3,2,Small Corporate Segment
C1289,Individual,53,Investment,1076161.86,4,0,Individual Home Buyers
C1290,Individual,53,Home,1332432.91,4,0,Individual Home Buyers
C1291,Individual,43,Investment,1123403.46,3,0,Individual Home Buyers
C1292,Individual,49,Investment,1099365.94,4,0,Individual Home Buyers
C1293,Individual,54,Home,1853570.08,4,0,Individual Home Buyers
C1294,Individual,63,Investment,1220533.28,3,1,Corporate Buyers
C1295,Individual,34,Investment,1478836.57,4,0,Individual Home Buyers
C1296,Individual,63,Home,1025127.71,3,0,Individual Home Buyers
C1297,Company,43,Home,1169866.19,3,1,Corporate Buyers
C1298,Individual,58,Home,1571360.11,4,0,Individual Home Buyers
C1299,Individual,82,Investment,1296600.42,3,0,Individual Home Buyers
C1300,Individual,65,Home,1428770.88,3,0,Individual Home Buyers
C1301,Individual,71,Home,742139.88,3,0,Individual Home Buyers
C1302,Individual,30,Investment,1709532.6,4,0,Individual Home Buyers
C1303,Individual,64,Home,979418.98,3,0,Individual Home Buyers
C1304,Individual,41,Investment,965747.81,3,0,Individual Home Buyers
C1305,Individual,48,Home,1034190.9,4,0,Individual Home Buyers
C1306,Individual,78,Home,967094.76,3,0,Individual Home Buyers
C1307,Individual,33,Home,920439.02,3,0,Individual Home Buyers
C1308,Individual,26,Investment,1363559.13,4,0,Individual Home Buyers
C1309,Individual,27,Home,1460171.41,3,0,Individual Home Buyers
C1310,Individual,71,Home,1244334.14,4,0,Individual Home Buyers
C1311,Individual,86,Home,1352275.64,3,1,Corporate Buyers
C1312,Individual,84,Home,786877.06,3,0,Individual Home Buyers
C1313,Individual,54,Investment,997579.61,3,1,Corporate Buyers
C1314,Individual,62,Home,803329.23,3,0,Individual Home Buyers
C1315,Individual,78,Home,1066308.48,3,0,Individual Home Buyers
C1316,Individual,33,Home,1238162.97,4,0,Individual Home Buyers
C1317,Company,53,Home,1315200.12,3,0,Individual Home Buyers
C1318,Individual,83,Home,1423923.98,4,0,Individual Home Buyers
C1319,Individual,72,Home,1424704.13,4,0,Individual Home Buyers
C1320,Individual,57,Investment,1077693.04,3,0,Individual Home Buyers
C1321,Individual,36,Investment,787847.37,3,0,Individual Home Buyers
C1322,Individual,32,Home,1094026.34,3,0,Individual Home Buyers
C1323,Individual,63,Home,1180654.6,4,0,Individual Home Buyers
C1324,Individual,34,Investment,1323306.51,3,0,Individual Home Buyers
C1325,Individual,52,Home,1380292.56,4,1,Corporate Buyers
C1326,Individual,82,Investment,1489578.01,4,0,Individual Home Buyers
C1327,Individual,33,Home,664017.81,3,0,Individual Home Buyers
C1328,Individual,70,Home,1337283.29,4,0,Individual Home Buyers
C1329,Individual,58,Investment,1041797.56,3,0,Individual Home Buyers
C1330,Individual,51,Investment,835096.87,4,0,Individual Home Buyers
C1331,Individual,40,Investment,1047958.11,3,0,Individual Home Buyers
C1332,Individual,31,Investment,1227353.63,3,0,Individual Home Buyers
C1333,Individual,38,Investment,1364310.45,4,0,Individual Home Buyers
C1334,Individual,61,Home,1906641.78,4,0,Individual Home Buyers
C1335,Individual,44,Investment,1001510.58,3,0,Individual Home Buyers
C1336,Individual,78,Home,1371591.4,4,0,Individual Home Buyers
C1337,Individual,73,Investment,1310989.71,4,0,Individual Home Buyers
C1338,Individual,58,Home,1096818.64,3,0,Individual Home Buyers
C1339,Company,65,Home,1532340.63,4,0,Individual Home Buyers
C1340,Company,38,Home,1746049.93,4,0,Individual Home Buyers
C1341,Individual,74,Home,756694.83,3,0,Individual Home Buyers
C1342,Individual,62,Home,922722.19,3,0,Individual Home Buyers
C1343,Individual,31,Home,1005148.64,3,1,Corporate Buyers
C1344,Individual,52,Home,1319490.92,4,0,Individual Home Buyers
C1345,Individual,70,Home,942467.41,3,0,Individual Home Buyers
C1346,Company,39,Investment,1037623.39,3,0,Individual Home Buyers
C1347,Individual,70,Home,1001705.48,3,0,Individual Home Buyers
C1348,Individual,28,Home,1021309.93,3,0,Individual Home Buyers
C1349,Individual,44,Investment,773186.34,3,0,Individual Home Buyers
C1350,Individual,35,Home,743296.88,4,1,Corporate Buyers
C1351,Individual,39,Home,1400457.41,4,1,Corporate Buyers
C1352,Individual,37,Home,1535963.18,3,0,Individual Home Buyers
C1353,Individual,29,Home,532598.24,3,1,Corporate Buyers
C1354,Individual,85,Home,1545799.94,3,0,Individual Home Buyers
C1355,Individual,60,Investment,1245446.78,3,0,Individual Home Buyers
C1356,Individual,32,Investment,1490237.62,3,0,Individual Home Buyers
C1357,Individual,39,Home,1077383.54,3,0,Individual Home Buyers
C1358,Individual,83,Home,965180.83,3,0,Individual Home Buyers
C1359,Individual,51,Home,1381335.3,4,0,Individual Home Buyers
C1360,Individual,36,Home,1001006.54,3,0,Individual Home Buyers
C1361,Individual,83,Home,1529260.3,4,0,Individual Home Buyers
C1362,Individual,61,Investment,993131.84,4,0,Individual Home Buyers
C1363,Individual,45,Home,1109919.36,4,0,Individual Home Buyers
C1364,Individual,28,Investment,1201578.93,4,0,Individual Home Buyers
C1365,Individual,57,Investment,1443894.02,4,1,Corporate Buyers
C1366,Individual,31,Home,1488525.13,3,0,Individual Home Buyers
C1367,Individual,73,Home,1035889.5,3,1,Corporate Buyers
C1368,Individual,79,Home,1378979.49,4,0,Individual Home Buyers
C1369,Individual,43,Home,1615394.12,4,1,Corporate Buyers
C1370,Individual,61,Investment,834659.23,4,0,Individual Home Buyers
C1371,Individual,37,Home,1036681.19,4,1,Corporate Buyers
C1372,Individual,45,Investment,874872.8,3,0,Individual Home Buyers
C1373,Individual,34,Home,1275663.27,3,0,Individual Home Buyers
C1374,Company,36,Home,1230590.28,3,1,Corporate Buyers
C1375,Individual,54,Investment,1097182.39,4,0,Individual Home Buyers
C1376,Individual,39,Investment,1272387.3,3,0,Individual Home Buyers
C1377,Individual,42,Investment,828441.41,3,0,Individual Home Buyers
C1378,Individual,50,Investment,1399739.87,3,0,Individual Home Buyers
C1379,Individual,56,Home,827767.69,3,1,Corporate Buyers
C1380,Individual,77,Investment,1012542.18,3,1,Corporate Buyers
C1381,Individual,64,Home,1082639.91,3,1,Corporate Buyers
C1382,Individual,75,Home,1176910.13,4,0,Individual Home Buyers
C1383,Individual,34,Home,864768.83,3,0,Individual Home Buyers
C1384,Individual,38,Home,905480.04,3,0,Individual Home Buyers
C1385,Individual,80,Home,1182983.03,3,0,Individual Home Buyers
C1386,Individual,79,Home,1284366.78,3,0,Individual Home Buyers
C1387,Individual,83,Investment,804550.47,3,1,Corporate Buyers
C1388,Individual,27,Home,1183031.06,3,0,Individual Home Buyers
C1389,Individual,74,Home,1742522.83,4,1,Corporate Buyers
C1390,Individual,47,Home,906492.19,3,0,Individual Home Buyers
C1391,Individual,52,Home,1579627.98,4,0,Individual Home Buyers
C1392,Individual,36,Home,1434978.2,4,0,Individual Home Buyers
C1393,Individual,45,Investment,1187799.99,4,0,Individual Home Buyers
C1394,Individual,49,Home,1325404.6,4,0,Individual Home Buyers
C1395,Individual,38,Investment,1497964.92,4,1,Corporate Buyers
C1396,Individual,55,Investment,977070.12,3,1,Corporate Buyers
C1397,Individual,43,Home,1551369.83,4,0,Individual Home Buyers
C1398,Individual,60,Home,926545.71,3,0,Individual Home Buyers
C1399,Individual,48,Home,1259614.96,4,1,Corporate Buyers
C1400,Individual,35,Home,1146194.54,4,1,Corporate Buyers
C1401,Individual,27,Investment,1223523.71,4,0,Individual Home Buyers
C1402,Individual,58,Home,1394159.93,4,0,Individual Home Buyers
C1403,Individual,43,Home,1463350.69,4,0,Individual Home Buyers
C1404,Individual,76,Home,1193678.04,4,0,Individual Home Buyers
C1405,Individual,71,Home,1306722.36,3,0,Individual Home Buyers
C1406,Individual,56,Home,1364413.45,4,0,Individual Home Buyers
C1407,Individual,70,Home,1429717.09,4,0,Individual Home Buyers
C1408,Company,63,Home,1345035.74,4,0,Individual Home Buyers
C1409,Individual,69,Investment,1072801.12,3,0,Individual Home Buyers
C1410,Individual,61,Home,1439196.49,4,0,Individual Home Buyers
C1411,Individual,39,Home,1318823.16,4,0,Individual Home Buyers
C1412,Company,41,Home,1498125.2,4,0,Individual Home Buyers
C1413,Individual,58,Home,1489065.16,4,0,Individual Home Buyers
C1414,Individual,51,Home,1188718.7,4,0,Individual Home Buyers
C1415,Individual,67,Investment,748797.26,3,0,Individual Home Buyers
C1416,Individual,72,Home,1418066.39,3,0,Individual Home Buyers
C1417,Individual,73,Home,1023021.48,3,1,Corporate Buyers
C1418,Individual,72,Investment,1443234.89,3,0,Individual Home Buyers
C1419,Individual,55,Investment,1143605.72,4,1,Corporate Buyers
C1420,Company,45,Home,1196856.69,4,1,Corporate Buyers
C1421,Individual,69,Home,938557.19,3,0,Individual Home Buyers
C1422,Individual,71,Investment,2032565.11,4,0,Individual Home Buyers
C1423,Individual,71,Home,1822778.36,4,1,Corporate Buyers
C1424,Individual,72,Home,1382756.57,3,0,Individual Home Buyers
C1425,Individual,55,Home,1449563.32,3,1,Corporate Buyers
C1426,Individual,62,Home,1709098.18,4,0,Individual Home Buyers
C1427,Individual,71,Home,1378636.21,4,1,Corporate Buyers
C1428,Individual,73,Home,1136052.54,4,0,Individual Home Buyers
C1429,Individual,35,Investment,1697550.01,4,0,Individual Home Buyers
C1430,Individual,63,Home,928463.2,3,0,Individual Home Buyers
C1431,Individual,83,Home,1620159.73,4,1,Corporate Buyers
C1432,Individual,75,Home,863383.74,3,0,Individual Home Buyers
C1433,Individual,73,Home,1358111.07,3,1,Corporate Buyers
C1434,Company,41,Investment,1038640.05,4,0,Individual Home Buyers
C1435,Individual,59,Investment,903765.87,3,0,Individual Home Buyers
C1436,Individual,28,Home,969917.19,3,0,Individual Home Buyers
C1437,Individual,29,Investment,1668948.58,4,0,Individual Home Buyers
C1438,Individual,38,Home,1255115,3,0,Individual Home Buyers
C1439,Individual,26,Home,1040682.81,3,0,Individual Home Buyers
C1440,Individual,74,Investment,901013.42,3,0,Individual Home Buyers
C1441,Individual,81,Investment,1201777.78,3,0,Individual Home Buyers
C1442,Individual,26,Home,1007348.75,3,0,Individual Home Buyers
C1443,Individual,47,Home,1045348.11,3,0,Individual Home Buyers
C1444,Individual,45,Home,1089631.7,3,0,Individual Home Buyers
C1445,Individual,38,Home,1249138.91,4,0,Individual Home Buyers
C1446,Individual,75,Home,1550820.49,4,0,Individual Home Buyers
C1447,Individual,54,Investment,1372408.9,4,0,Individual Home Buyers
C1448,Individual,67,Home,1221304.62,4,1,Corporate Buyers
C1449,Individual,27,Investment,1110557.49,3,0,Individual Home Buyers
C1450,Individual,30,Home,1028509.6,3,0,Individual Home Buyers
C1451,Individual,43,Home,1529673.32,4,0,Individual Home Buyers
C1452,Individual,33,Home,1320005.77,3,2,Small Corporate Segment
C1453,Individual,45,Home,1145044.9,3,0,Individual Home Buyers
C1454,Individual,78,Investment,1188825.44,3,0,Individual Home Buyers
C1455,Individual,37,Home,985992.43,3,0,Individual Home Buyers
C1456,Company,34,Investment,1598853.55,4,0,Individual Home Buyers
C1457,Individual,77,Home,1537205.06,4,0,Individual Home Buyers
C1458,Individual,76,Home,917921.54,3,0,Individual Home Buyers
C1459,Individual,77,Home,1556253.48,4,0,Individual Home Buyers
C1460,Individual,54,Home,1569390.69,4,1,Corporate Buyers
C1461,Individual,82,Home,1507966.87,4,0,Individual Home Buyers
C1462,Individual,42,Investment,1220331.12,4,1,Corporate Buyers
C1463,Individual,83,Home,1639044,4,0,Individual Home Buyers
C1464,Individual,86,Home,1094818.68,3,0,Individual Home Buyers
C1465,Individual,36,Home,1312191.47,3,0,Individual Home Buyers
C1466,Individual,27,Investment,1387827.15,4,1,Corporate Buyers
C1467,Individual,75,Home,761353.26,3,0,Individual Home Buyers
C1468,Individual,86,Home,1072452.07,3,1,Corporate Buyers
C1469,Individual,56,Home,1512121.64,3,0,Individual Home Buyers
C1470,Individual,86,Investment,1440682.21,3,0,Individual Home Buyers
C1471,Individual,86,Home,1048588.76,4,1,Corporate Buyers
C1472,Individual,35,Home,1610320.87,4,0,Individual Home Buyers
C1473,Individual,52,Home,1415300.74,4,0,Individual Home Buyers
C1474,Individual,57,Home,1563434.47,4,0,Individual Home Buyers
C1475,Individual,82,Home,1579186.25,4,0,Individual Home Buyers
C1476,Individual,26,Home,1505369.42,4,0,Individual Home Buyers
C1477,Company,58,Investment,1051466.92,4,0,Individual Home Buyers
C1478,Individual,68,Investment,965772.74,3,1,Corporate Buyers
C1479,Individual,58,Investment,1275455.51,4,0,Individual Home Buyers
C1480,Individual,41,Investment,1466467.79,4,0,Individual Home Buyers
C1481,Company,42,Investment,1059700.88,4,0,Individual Home Buyers
C1482,Individual,73,Home,1665015.17,4,0,Individual Home Buyers
C1483,Individual,51,Home,1831769.62,4,0,Individual Home Buyers
C1484,Individual,55,Home,1117191.81,4,0,Individual Home Buyers
C1485,Individual,42,Investment,1604885.52,4,0,Individual Home Buyers
C1486,Individual,30,Home,1019385.69,3,1,Corporate Buyers
C1487,Individual,61,Home,1553533.51,4,0,Individual Home Buyers
C1488,Individual,51,Investment,1029238.79,3,0,Individual Home Buyers
C1489,Individual,75,Home,1056549.47,3,0,Individual Home Buyers
C1490,Individual,32,Investment,861119.76,3,1,Corporate Buyers
C1491,Individual,29,Home,1056750.03,4,0,Individual Home Buyers
C1492,Individual,42,Home,1309655.49,3,1,Corporate Buyers
C1493,Individual,34,Home,864605.61,3,0,Individual Home Buyers
C1494,Individual,30,Home,913338.07,3,0,Individual Home Buyers
C1495,Individual,35,Home,2059292.68,4,0,Individual Home Buyers
C1496,Individual,40,Home,1119013.61,3,0,Individual Home Buyers
C1497,Individual,86,Investment,794765.34,3,0,Individual Home Buyers
C1498,Individual,59,Investment,1142631.83,4,0,Individual Home Buyers
C1499,Individual,29,Home,1321905.54,3,1,Corporate Buyers
C1500,Individual,31,Home,1020299.92,4,1,Corporate Buyers
C1501,Individual,75,Investment,761279.08,3,0,Individual Home Buyers
C1502,Individual,32,Home,1045772.34,4,1,Corporate Buyers
C1503,Company,40,Investment,1299971.48,4,0,Individual Home Buyers
C1504,Individual,80,Home,871805.96,3,0,Individual Home Buyers
C1505,Individual,32,Home,1012922.06,4,0,Individual Home Buyers
C1506,Individual,76,Investment,1010109.4,3,0,Individual Home Buyers
C1507,Individual,75,Home,1499666.44,4,0,Individual Home Buyers
C1508,Individual,32,Home,965283.79,4,1,Corporate Buyers
C1509,Individual,80,Home,1821912.87,4,0,Individual Home Buyers
C1510,Company,64,Home,804243.22,3,0,Individual Home Buyers
C1511,Individual,37,Home,1093080.86,3,1,Corporate Buyers
C1512,Individual,71,Home,1209056.95,4,0,Individual Home Buyers
C1513,Individual,31,Home,1452266.37,3,0,Individual Home Buyers
C1514,Individual,40,Home,1211908.53,3,0,Individual Home Buyers
C1515,Individual,80,Investment,1433703.52,4,0,Individual Home Buyers
C1516,Individual,73,Home,690456.91,3,0,Individual Home Buyers
C1517,Individual,48,Investment,1328693.42,4,0,Individual Home Buyers
C1518,Individual,32,Home,961942.88,4,1,Corporate Buyers
C1519,Individual,54,Home,1366990.13,4,0,Individual Home Buyers
C1520,Individual,81,Home,1425469.02,4,0,Individual Home Buyers
C1521,Individual,53,Home,913579.41,3,0,Individual Home Buyers
C1522,Individual,62,Home,1598304.98,4,0,Individual Home Buyers
C1523,Company,45,Investment,1652083.92,4,1,Corporate Buyers
C1524,Individual,59,Home,1434208.3,4,0,Individual Home Buyers
C1525,Individual,67,Home,1336757.18,3,0,Individual Home Buyers
C1526,Individual,70,Home,1429330.15,3,0,Individual Home Buyers
C1527,Individual,37,Home,993447.06,3,0,Individual Home Buyers
C1528,Individual,29,Home,1058452.68,3,1,Corporate Buyers
C1529,Company,37,Home,1614522.9,4,0,Individual Home Buyers
C1530,Individual,38,Home,1011087.75,3,0,Individual Home Buyers
C1531,Individual,62,Investment,1272471.05,4,1,Corporate Buyers
C1532,Individual,28,Home,1446462.79,4,0,Individual Home Buyers
C1533,Individual,38,Home,1019127.09,4,1,Corporate Buyers
C1534,Individual,30,Home,1195359.88,3,0,Individual Home Buyers
C1535,Individual,32,Investment,1967005.46,4,1,Corporate Buyers
C1536,Individual,44,Home,1076884.84,3,0,Individual Home Buyers
C1537,Individual,27,Home,1637300.41,3,0,Individual Home Buyers
C1538,Individual,79,Investment,775544.78,3,0,Individual Home Buyers
C1539,Individual,29,Home,811448.36,3,0,Individual Home Buyers
C1540,Individual,69,Home,842510.7,3,0,Individual Home Buyers
C1541,Individual,62,Home,1173616.46,4,0,Individual Home Buyers
C1542,Individual,37,Home,1261648.92,3,0,Individual Home Buyers
C1543,Individual,71,Investment,1199490.31,3,0,Individual Home Buyers
C1544,Individual,79,Home,1551623.3,3,1,Corporate Buyers
C1545,Individual,34,Investment,1101811.15,3,0,Individual Home Buyers
C1546,Individual,60,Home,1161022.51,4,0,Individual Home Buyers
C1547,Individual,51,Home,1199337.46,4,0,Individual Home Buyers
C1548,Company,59,Home,615223.03,3,0,Individual Home Buyers
C1549,Individual,65,Home,837044.35,3,3,Luxury Investors
C1550,Individual,28,Home,1368767.79,4,0,Individual Home Buyers
C1551,Individual,35,Home,1252240.69,3,0,Individual Home Buyers
C1552,Individual,79,Investment,1356450.7,4,0,Individual Home Buyers
C1553,Company,36,Home,979536.36,3,0,Individual Home Buyers
C1554,Individual,28,Home,742034.24,3,1,Corporate Buyers
C1555,Individual,80,Home,1233852.38,4,1,Corporate Buyers
C1556,Individual,44,Investment,1215734.71,4,0,Individual Home Buyers
C1557,Individual,84,Home,955054.18,3,0,Individual Home Buyers
C1558,Individual,82,Home,1482069.56,3,0,Individual Home Buyers
C1559,Individual,51,Home,1345808.87,3,1,Corporate Buyers
C1560,Individual,86,Home,1052677.57,3,0,Individual Home Buyers
C1561,Individual,62,Investment,1135294.51,3,3,Luxury Investors
C1562,Individual,39,Home,1179775.32,3,0,Individual Home Buyers
C1563,Individual,39,Home,979729.05,3,0,Individual Home Buyers
C1564,Individual,62,Investment,1595925.43,3,0,Individual Home Buyers
C1565,Individual,46,Home,1140899.22,4,0,Individual Home Buyers
C1566,Individual,31,Home,1450240.65,4,0,Individual Home Buyers
C1567,Individual,49,Home,1594452.62,4,0,Individual Home Buyers
C1568,Individual,36,Home,1373808.09,3,0,Individual Home Buyers
C1569,Individual,33,Investment,1175242.55,3,0,Individual Home Buyers
C1570,Individual,63,Home,1469638.4,4,0,Individual Home Buyers
C1571,Individual,48,Home,1243439.96,4,0,Individual Home Buyers
C1572,Individual,66,Home,886149.52,4,1,Corporate Buyers
C1573,Individual,80,Home,1175839.94,4,0,Individual Home Buyers
C1574,Individual,42,Home,1195224.9,3,0,Individual Home Buyers
C1575,Individual,26,Home,1395067.16,4,0,Individual Home Buyers
C1576,Individual,49,Investment,1359536.24,4,0,Individual Home Buyers
C1577,Individual,43,Home,1427933.58,3,1,Corporate Buyers
C1578,Individual,30,Investment,765431.01,3,0,Individual Home Buyers
C1579,Individual,81,Investment,1101753.59,4,0,Individual Home Buyers
C1580,Individual,29,Investment,1008834.66,4,0,Individual Home Buyers
C1581,Individual,76,Investment,1123364.22,3,0,Individual Home Buyers
C1582,Individual,71,Home,1030269.01,3,1,Corporate Buyers
C1583,Individual,58,Home,1378030.61,4,0,Individual Home Buyers
C1584,Company,41,Investment,1199226.44,3,1,Corporate Buyers
C1585,Individual,66,Home,1480011.91,4,1,Corporate Buyers
C1586,Individual,59,Home,1116579.83,3,1,Corporate Buyers
C1587,Individual,83,Investment,743057.13,3,1,Corporate Buyers
C1588,Individual,46,Investment,957201.31,3,0,Individual Home Buyers
C1589,Individual,73,Investment,1380536.7,3,0,Individual Home Buyers
C1590,Company,47,Home,1470403.6,4,0,Individual Home Buyers
C1591,Individual,55,Investment,1676312.98,4,0,Individual Home Buyers
C1592,Individual,51,Investment,878452.19,4,0,Individual Home Buyers
C1593,Individual,51,Home,825960.49,4,0,Individual Home Buyers
C1594,Individual,57,Home,1522994.53,4,0,Individual Home Buyers
C1595,Individual,71,Home,1310147.86,4,0,Individual Home Buyers
C1596,Individual,47,Investment,1642954.44,3,1,Corporate Buyers
C1597,Individual,77,Investment,1155778.2,4,0,Individual Home Buyers
C1598,Individual,86,Home,1163931.67,3,0,Individual Home Buyers
C1599,Individual,46,Investment,1321031.17,3,0,Individual Home Buyers
C1600,Individual,58,Home,1237164.36,4,2,Small Corporate Segment
C1601,Individual,30,Home,829078.01,3,1,Corporate Buyers
C1602,Individual,40,Investment,1676863.99,4,0,Individual Home Buyers
C1603,Individual,64,Home,1077719.71,4,1,Corporate Buyers
C1604,Individual,77,Home,1050264.24,3,0,Individual Home Buyers
C1605,Individual,27,Investment,1170783.34,4,1,Corporate Buyers
C1606,Individual,61,Home,917562.71,3,0,Individual Home Buyers
C1607,Individual,63,Home,829294.57,3,0,Individual Home Buyers
C1608,Individual,27,Home,1431381.65,3,1,Corporate Buyers
C1609,Individual,62,Investment,804844.43,3,0,Individual Home Buyers
C1610,Individual,59,Investment,1249167.74,4,0,Individual Home Buyers
C1611,Individual,51,Investment,1072189.52,4,0,Individual Home Buyers
C1612,Individual,36,Home,766554.56,3,0,Individual Home Buyers
C1613,Individual,28,Home,1608368.22,4,0,Individual Home Buyers
C1614,Individual,58,Investment,822155.05,3,0,Individual Home Buyers
C1615,Individual,63,Home,857125.52,3,0,Individual Home Buyers
C1616,Individual,35,Investment,1344053.71,4,1,Corporate Buyers
C1617,Individual,74,Home,776005.5,3,0,Individual Home Buyers
C1618,Individual,64,Home,1356655.68,4,0,Individual Home Buyers
C1619,Individual,74,Home,1390206.46,4,2,Small Corporate Segment
C1620,Individual,82,Home,788250.35,3,0,Individual Home Buyers
C1621,Individual,72,Investment,739739.97,3,0,Individual Home Buyers
C1622,Individual,65,Home,1054193.36,3,0,Individual Home Buyers
C1623,Individual,32,Home,1060233.46,3,0,Individual Home Buyers
C1624,Individual,75,Home,1943363.94,4,0,Individual Home Buyers
C1625,Individual,26,Home,910587.85,3,1,Corporate Buyers
C1626,Individual,56,Home,1225657.22,3,1,Corporate Buyers
C1627,Individual,53,Investment,1275226.77,3,0,Individual Home Buyers
C1628,Company,33,Home,800299.08,3,1,Corporate Buyers
C1629,Individual,70,Home,789150.05,3,0,Individual Home Buyers
C1630,Company,32,Investment,1206881.92,3,0,Individual Home Buyers
C1631,Individual,60,Home,1683720.2,4,1,Corporate Buyers
C1632,Individual,63,Investment,1425130.68,4,0,Individual Home Buyers
C1633,Individual,49,Home,847190.33,3,1,Corporate Buyers
C1634,Individual,82,Investment,1044217.01,4,0,Individual Home Buyers
C1635,Individual,78,Home,1104480.44,4,1,Corporate Buyers
C1636,Company,39,Home,1171439.72,3,0,Individual Home Buyers
C1637,Individual,57,Home,1333020.46,3,3,Luxury Investors
C1638,Individual,48,Investment,1047895.71,3,1,Corporate Buyers
C1639,Individual,83,Home,1088561.44,4,0,Individual Home Buyers
C1640,Individual,60,Home,1172146.65,4,0,Individual Home Buyers
C1641,Individual,54,Home,1898878.08,4,0,Individual Home Buyers
C1642,Individual,45,Home,1441785.62,4,1,Corporate Buyers
C1643,Individual,48,Home,1182889.92,3,1,Corporate Buyers
C1644,Individual,82,Home,1312822.17,4,0,Individual Home Buyers
C1645,Individual,31,Investment,1503973.21,4,1,Corporate Buyers
C1646,Individual,28,Investment,972186.46,3,0,Individual Home Buyers
C1647,Individual,81,Home,1316368.95,3,0,Individual Home Buyers
C1648,Individual,77,Home,1282946.7,3,1,Corporate Buyers
C1649,Individual,44,Home,1540887.81,4,0,Individual Home Buyers
C1650,Individual,57,Investment,1065238.5,3,0,Individual Home Buyers
C1651,Individual,81,Investment,962066.42,3,0,Individual Home Buyers
C1652,Individual,62,Investment,1078933.8,3,0,Individual Home Buyers
C1653,Individual,52,Investment,957106.48,4,0,Individual Home Buyers
C1654,Individual,58,Home,1250065.38,4,0,Individual Home Buyers
C1655,Individual,61,Investment,974749.8,3,0,Individual Home Buyers
C1656,Individual,35,Investment,1401657.84,4,2,Small Corporate Segment
C1657,Individual,68,Home,1316624.69,4,0,Individual Home Buyers
C1658,Individual,56,Home,1243178.6,4,0,Individual Home Buyers
C1659,Individual,80,Home,1576416.87,4,0,Individual Home Buyers
C1660,Individual,86,Home,1330046.48,4,0,Individual Home Buyers
C1661,Individual,51,Home,1511063.27,3,0,Individual Home Buyers
C1662,Individual,59,Home,1505862.74,4,1,Corporate Buyers
C1663,Individual,49,Investment,926064.21,3,0,Individual Home Buyers
C1664,Individual,57,Investment,1390001.73,3,1,Corporate Buyers
C1665,Individual,31,Home,966971.19,4,0,Individual Home Buyers
C1666,Individual,64,Home,706503.59,3,0,Individual Home Buyers
C1667,Individual,59,Investment,831811.52,3,0,Individual Home Buyers
C1668,Individual,69,Home,1046863.21,4,1,Corporate Buyers
C1669,Individual,66,Investment,948271.34,4,1,Corporate Buyers
C1670,Individual,56,Home,1356021.03,4,0,Individual Home Buyers
C1671,Individual,78,Home,1329236.75,4,0,Individual Home Buyers
C1672,Individual,52,Investment,728363.17,3,0,Individual Home Buyers
C1673,Individual,34,Home,1803634.76,4,0,Individual Home Buyers
C1674,Individual,85,Home,1614623.53,4,0,Individual Home Buyers
C1675,Individual,41,Investment,918037.68,3,1,Corporate Buyers
C1676,Individual,27,Home,1251637,4,0,Individual Home Buyers
C1677,Individual,62,Home,942915.18,3,0,Individual Home Buyers
C1678,Individual,65,Home,1377654.29,3,0,Individual Home Buyers
C1679,Individual,40,Investment,1194618.9,3,0,Individual Home Buyers
C1680,Individual,27,Investment,665078.77,3,0,Individual Home Buyers
C1681,Individual,65,Home,1408304.94,4,0,Individual Home Buyers
C1682,Individual,39,Home,1469905.41,4,0,Individual Home Buyers
C1683,Individual,27,Investment,1410114.6,4,0,Individual Home Buyers
C1684,Individual,49,Investment,1109440.17,4,0,Individual Home Buyers
C1685,Individual,49,Home,1109623.75,3,0,Individual Home Buyers
C1686,Individual,49,Investment,1214377.82,4,0,Individual Home Buyers
C1687,Individual,59,Home,1026117.62,4,0,Individual Home Buyers
C1688,Individual,30,Home,1314384.27,3,0,Individual Home Buyers
C1689,Individual,41,Investment,896100.8,3,0,Individual Home Buyers
C1690,Individual,75,Home,1662639.06,3,1,Corporate Buyers
C1691,Individual,80,Home,1212731.6,4,0,Individual Home Buyers
C1692,Individual,35,Home,1165619.91,4,1,Corporate Buyers
C1693,Individual,36,Home,1557035.08,4,1,Corporate Buyers
C1694,Individual,69,Home,1457395.73,4,0,Individual Home Buyers
C1695,Individual,71,Home,975866.19,3,1,Corporate Buyers
C1696,Individual,39,Home,1316025.35,4,0,Individual Home Buyers
C1697,Individual,46,Home,802813.26,4,1,Corporate Buyers
C1698,Individual,76,Home,764529.97,3,1,Corporate Buyers
C1699,Individual,57,Home,1161971.24,4,1,Corporate Buyers
